trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
500,False,"{'a': 0.9, 'e': 0.006570483042414603}",25,15,22.539582736985324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.9, 'e': 0.006504778211990457}",20,16,7.451414216145792,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 0.006439730429870553}",20,16,7.6130657058297855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.9, 'e': 0.006375333125571847}",20,8,23.620286871409384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 0.006311579794316129}",20,16,6.760243215665933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.9, 'e': 0.006248463996372968}",20,13,14.885315862462416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 0.0061859793564092375}",25,8,8.093994140107329,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
507,False,"{'a': 0.9, 'e': 0.006124119562845145}",25,14,20.117524538332844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 0.0060628783672166935}",20,12,15.944391623023844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.9, 'e': 0.006002249583544526}",25,13,25.63580230929901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 0.005942227087709081}",30,18,24.873940962041207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 0.00588280481683199}",20,14,12.316881592728587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 0.005823976768663671}",20,3,29.990532797506606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 0.0057657370009770335}",20,10,17.537952052753386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 0.005708079630967263}",25,11,26.094975844454915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 0.00565099883465759}",20,16,7.811243812611493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 0.005594488846311015}",20,11,15.022638013056694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.9, 'e': 0.005538543957847904}",35,18,28.893611991491408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 0.005483158518269426}",20,0,28.117336187071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 0.005428326933086731}",25,3,24.661873988511935,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 0.005374043663755864}",20,11,16.683982072028886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 0.005320303227118305}",25,18,12.15812906328375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 0.005267100194847122}",35,12,41.4367265292678,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 0.005214429192898651}",25,17,15.989044514015404,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 0.005162284900969664}",20,0,29.91015931431688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.9, 'e': 0.005110662051959968}",25,13,25.63001041810459,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.005059555431440368}",20,14,11.90324366468107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.9, 'e': 0.005008959877125964}",20,13,15.969571613889304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.0049588702783547045}",35,19,32.07681104772339,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.9, 'e': 0.004909281575571157}",20,3,29.969233974383144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 0.0048601887598154455}",30,15,27.551560125844627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 0.004811586872217291}",35,11,42.22797829058951,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.9, 'e': 0.004763471003495118}",20,8,15.60185917630713,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.9, 'e': 0.004715836293460167}",20,9,16.30105924036345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.004668677930525565}",20,12,14.472579708702954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.9, 'e': 0.0046219911512203095}",25,3,39.31268045724251,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.9, 'e': 0.004575771239708106}",20,9,20.48560840725978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.9, 'e': 0.004530013527311025}",25,11,25.65820596484086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 0.004484713392037915}",25,15,7.611986947778602,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.9, 'e': 0.004439866258117536}",30,19,23.77116784790058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.004395467595536361}",20,6,23.84114444532519,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 0.0043515129195809965}",25,15,18.334158367002097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.9, 'e': 0.004307997790385187}",35,17,31.66690192457553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 0.004264917812481335}",20,16,7.943749989238827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 0.004222268634356522}",30,16,24.57989971295203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.9, 'e': 0.004180045948012957}",20,10,22.73305066096771,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.9, 'e': 0.004138245488532827}",20,12,16.238417382892706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 0.004096863033647498}",20,10,17.15692609225671,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.9, 'e': 0.0040558944033110235}",30,17,23.12313401457985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.9, 'e': 0.004015335459277913}",20,14,9.631078085046202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 0.003975182104685134}",20,16,6.8930633209276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 0.003935430283638282}",20,6,27.473882139875084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.0038960759808018995}",25,16,13.968166713754599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.0038571152209938807}",30,16,19.46215325086675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.9, 'e': 0.0038185440687839418}",35,24,18.407367287620513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 0.003780358628096102}",30,13,31.622459624648886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 0.0037425550418151415}",25,16,18.68639332689439,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.0037051294913969897}",25,10,24.78630367313187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.00366807819648302}",20,14,10.904418477776415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 0.0036313974145181895}",20,11,13.95038378342442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.003595083440373008}",25,19,10.534824676581175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.003559132605969278}",25,14,23.806961972692385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.003523541279909585}",35,19,29.283120022360738,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.003488305867110489}",20,11,15.483918320364287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 0.003453422808439384}",20,12,14.904572072515332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.0034188885803549903}",30,16,23.852526922399473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.0033846996945514404}",20,12,16.849502809970083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.003350852697605926}",25,13,20.45495478167566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.0033173441706298664}",30,19,23.911681654120006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.0032841707289235677}",20,12,15.554687263796112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.003251329021634332}",20,16,8.443500408861746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.0032188157314179885}",20,8,23.970781377161618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.003186627574103809}",30,18,21.91542578320186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.0031547612983627705}",30,22,14.381387264226392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.003123213685379143}",30,17,26.35866095535975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.0030919815485253516}",20,3,25.35659931016161,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.003061061733040098}",25,7,21.97170977338049,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.003030451115709697}",20,2,27.40137141202608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.0030001466045526}",25,17,13.679056720283508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.002970145138507074}",30,23,16.93753060547988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.002940443687122003}",25,12,22.621140648356175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.002911039250250783}",20,16,7.962234490614022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.0028819288577482754}",30,19,24.563541506739174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.9, 'e': 0.0028531095691707925}",20,11,14.998213584405793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.9, 'e': 0.0028245784734790844}",25,7,35.239710930144724,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 0.0027963326887442937}",25,17,13.401321304450036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.0027683693618568506}",20,5,26.789171253058324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.002740685668238282}",25,12,22.815470850467634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 0.0027132788115558993}",30,15,24.842542266207694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.0026861460234403403}",20,7,23.443253063567465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.002659284563205937}",20,14,12.672770902299142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.0026326917175738774}",20,16,8.354308159863505,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.0026063648003981387}",20,14,12.261492665733563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 0.0025803011523941573}",20,3,31.132411533582918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.0025544981408702158}",25,13,24.059238923161796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.0025289531594615135}",20,14,12.408292855271853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.9, 'e': 0.0025036636278668984}",20,15,11.654579558284246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.9, 'e': 0.0024786269915882293}",25,13,21.10786411893035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.002453840721672347}",20,16,8.052967810351454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.0024293023144556234}",20,15,11.503795987761068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.0024050092913110673}",20,16,6.816266195576131,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.9, 'e': 0.0023809591983979567}",25,10,14.397911046668032,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.9, 'e': 0.002357149606413977}",20,9,17.514414684049957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.002333578110349837}",20,0,37.09147618555784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,False,"{'a': 0.9, 'e': 0.0023102423292463386}",20,9,22.957281642035866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.0022871399059538754}",30,19,19.268790938895705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.9, 'e': 0.0022642685068943367}",20,9,20.17422144518623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 0.002241625821825393}",25,14,18.210865871842874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.0022192095636071395}",20,6,29.444330857121336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.002197017467971068}",20,13,13.024906202655508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 0.002175047293291357}",20,3,25.683311619778195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.002153296820358444}",20,0,31.711000827994646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.9, 'e': 0.0021317638521548593}",20,16,6.768960417374294,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.0021104462136333105}",35,18,30.016521819147208,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.9, 'e': 0.0020893417514969773}",25,13,10.759069334833267,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.0020684483339820075}",20,10,15.742712656679252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.0020477638506421875}",25,17,13.851279227844348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.0020272862121357657}",20,11,17.733409248382912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.002007013350014408}",25,11,27.016671409422475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.0019869432165142637}",20,14,11.873608509372058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.001967073784349121}",20,8,23.408206804153362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.00194740304650563}",20,8,23.029922734800362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.0019279290160405737}",20,14,12.426274254174984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.001908649725880168}",25,12,24.144531837861248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 0.0018895632286213661}",30,22,14.484280409586008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.0018706675963351526}",25,2,36.15106160280894,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 0.001851960920371801}",35,22,27.889673022517098,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 0.001833441311168083}",25,18,14.450405405346133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.9, 'e': 0.0018151068980564022}",20,16,6.255850138896509,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.001796955829075838}",25,16,17.408574201136087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 0.0017789862707850797}",20,8,25.777108043443864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.9, 'e': 0.001761196408077229}",35,20,34.139109792753416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.9, 'e': 0.0017435844439964566}",20,8,20.329942645029263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 0.001726148599556492}",20,9,21.899692586105374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 0.001708887113560927}",20,15,9.485363638436842,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.0016917982424253177}",20,13,14.633522900723145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.0016748802600010646}",30,15,29.886559634306305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.9, 'e': 0.0016581314574010539}",25,19,11.854204552439086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.9, 'e': 0.0016415501428270432}",25,8,33.68209400302034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.001625134641398773}",35,21,27.47548481830035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 0.001608883294984785}",20,10,16.47456151335996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.0015927944620349372}",20,14,11.284224320602602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.0015768665174145879}",25,8,32.442810802775384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.001561097852240442}",20,7,18.92236789316865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.0015454868737180376}",20,10,21.238862141477878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.9, 'e': 0.001530032004980857}",20,0,29.95056741064831,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.9, 'e': 0.0015147316849310486}",35,9,41.11512041051077,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.001499584368081738}",25,13,23.478068863239024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.9, 'e': 0.0014845885244009207}",20,12,17.435624180470526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.9, 'e': 0.0014697426391569114}",20,14,12.038538921419912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.9, 'e': 0.0014550452127653423}",25,14,22.79360033911191,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.9, 'e': 0.001440494760637689}",25,13,21.14933604494206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.001426089813031312}",20,6,26.642522539609786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.0014118289149009989}",20,16,8.153128261287423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.9, 'e': 0.001397710625751989}",25,13,15.032734571705507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.9, 'e': 0.001383733519494469}",30,23,14.028745393559547,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.0013698961842995242}",30,16,27.68897674948834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.001356197222456529}",30,18,23.977604494652116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.9, 'e': 0.0013426352502319636}",30,16,24.35511306148668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.001329208897729644}",20,2,29.91199765415938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.0013159168087523475}",30,24,10.776732687779715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.0013027576406648242}",35,25,20.382834868537312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.0012897300642581758}",30,22,14.121504770529974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.001276832763615594}",30,21,17.92163952351164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.0012640644359794382}",30,10,33.166476461193085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.9, 'e': 0.0012514237916196437}",20,8,21.97727701328768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.9, 'e': 0.0012389095537034473}",25,12,25.88551475086532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.9, 'e': 0.0012265204581664128}",25,14,20.81088345259247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.0012142552535847487}",30,13,32.12965655947159,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.0012021127010489012}",20,6,24.468003256558845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.9, 'e': 0.0011900915740384122}",25,17,13.935747263224718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.9, 'e': 0.001178190658298028}",30,13,32.845952760447055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.9, 'e': 0.0011664087517150477}",20,6,24.615806713402208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.0011547446641978973}",20,14,12.557477331656138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.0011431972175559183}",25,14,19.306870962702863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.9, 'e': 0.0011317652453803591}",25,11,24.220680086913582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.9, 'e': 0.0011204475929265554}",30,11,34.47019107772156,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.9, 'e': 0.0011092431169972899}",25,8,30.517935672459977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.9, 'e': 0.001098150685827317}",35,18,37.56359079660574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.0010871691789690438}",25,13,25.784715876246246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.9, 'e': 0.0010762974871793534}",25,11,25.287681187399404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.9, 'e': 0.0010655345123075598}",25,9,34.51740080825624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.0010548791671844842}",20,8,18.35429343758917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.0010443303755126394}",20,6,23.495472539552065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.9, 'e': 0.001033887071757513}",30,19,22.93797349092844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
